song_id,language,singer,valence,arousal,genre,main_genre
urdu_Chupke_Chupke_Raat_Din,Urdu,Ghulam Ali,0.38,0.28,Indian Classical Ghazal,Classical
hindi_Jhoome_Jo_Pathaan,Hindi,"Arijit Singh, Sukriti Kakar",0.85,0.8,Bollywood Dance Pop,Pop
english_Don't_You_Want_Me,English,The Human League,0.7,0.75,Synth Pop,Pop
english_Lost_Ones,English,Lauryn Hill,0.4,0.6,Hip-Hop,Hip-Hop
english_Love_Me_Harder,English,Ariana Grande & The Weeknd,0.65,0.7,Electronic Pop,Electronic
english_Numb__Encore,English,Linkin Park & Jay-Z,0.6,0.85,Rap Rock,Hip-Hop
hindi_Jaan_Pehechan_Ho,Hindi,Mohammed Rafi,0.7,0.8,Rock and Roll,Rock
english_Japanese_Denim,English,Daniel Caesar,0.6,0.45,R&B Soul,R&B
english_Sweet_But_Psycho,English,Ava Max,0.8,0.85,Electropop,Electronic
english_Points_of_Authority,English,Linkin Park,0.45,0.88,Rap Metal,Hip-Hop
english_Crazy_Little_Thing_Called_Love,English,Queen,0.8,0.85,Rockabilly,Country
english_Love_on_the_Brain,English,Rihanna,0.55,0.45,Soul Pop,R&B
english_Ruff_Ryders'_Anthem,English,DMX,0.4,0.92,Hardcore Hip-Hop,Hip-Hop
hindi_Manike,Hindi,"Jubin Nautiyal, Yohani",0.75,0.8,Indo-Pop Dance,Electronic
hindi_Ae_Mere_Humsafar,Hindi,"Udit Narayan, Alka Yagnik",0.5,0.4,Indian Film Romantic Ballad,Pop
english_Photograph_(Acoustic),English,Ed Sheeran,0.47,0.49,Pop Ballad,Pop
english_Shallow,English,Lady Gaga & Bradley Cooper,0.5,0.4,Country Pop Ballad,Country
english_Bad_Guy,English,Billie Eilish,0.6,0.7,Electropop,Electronic
english_Sugar,English,Maroon 5,0.85,0.7,Pop Rock,Rock
english_Victoria’s_Secret,English,JAX,0.7,0.6,Pop Rock,Rock
english_September,English,"Earth, Wind & Fire",0.9,0.85,Disco Funk,R&B
english_Drops_of_Jupiter,English,Train,0.7,0.6,Pop Rock,Rock
english_Good_Times,English,Chic,0.95,0.85,Disco Funk,R&B
english_Say_It_Ain't_So,English,Weezer,0.45,0.65,Alternative Rock,Rock
hindi_Janam_Janam,Hindi,Arijit Singh & Antara Mitra,0.7,0.6,Indian Film Romantic Ballad,Pop
english_Survival_of_the_Fittest,English,Mobb Deep,0.35,0.88,Hardcore Hip-Hop,Hip-Hop
english_Wake_Me_Up,English,Avicii,0.85,0.85,Folk EDM,Electronic
english_Amarillo_by_Morning,English,George Strait,0.5,0.45,Country,Country
english_Slow_Dancing_in_the_Dark,English,Joji,0.45,0.3,Alternative R&B,R&B
hindi_Chura_Liya_Hai_Tumne_Jo_Dil_Ko,Hindi,"Asha Bhosle, Mohammed Rafi",0.6,0.5,Indian Film Romantic Ballad,Pop
english_Love_Again,English,Dua Lipa,0.78,0.82,Electronic Pop,Electronic
english_Stir_Fry,English,Migos,0.8,0.85,Trap Hip-Hop,Hip-Hop
english_At_Last,English,Etta James,0.7,0.35,Soul Jazz,Jazz
hindi_Manjha,Hindi,Vishal Mishra,0.35,0.4,Indian Indie Folk,Country
english_Shivers,English,Ed Sheeran,0.85,0.8,Dance Pop,Pop
english_Higher_Love,English,Kygo & Whitney Houston,0.75,0.8,Progressive House,Electronic
english_Sabotage,English,Beastie Boys,0.85,0.95,Rap Rock,Hip-Hop
english_I’m_Not_the_Only_One,English,Sam Smith,0.35,0.45,Pop Soul,R&B
english_Beautiful_Day,English,U2,0.95,0.8,Pop Rock,Rock
english_Bow_Down,English,Westside Connection,0.65,0.82,West Coast Hip-Hop,Hip-Hop
english_Black_Radio,English,Robert Glasper,0.55,0.5,Jazz Fusion,Jazz
english_The_Ocean,English,Led Zeppelin,0.75,0.85,Hard Rock,Rock
english_Fortunate_Son,English,Creedence Clearwater Revival,0.65,0.6,Roots Rock,Country
english_Physical,English,Dua Lipa ft. Troye Sivan,0.85,0.9,Dance Pop,Pop
english_Wait_and_Bleed,English,Slipknot,0.4,0.92,Rap Metal,Hip-Hop
english_Adorn,English,Miguel,0.65,0.45,R&B,R&B
english_Turn_Down_for_What,English,DJ Snake & Lil Jon,0.7,0.95,EDM Trap,Electronic
english_Good_Morning_Heartache,English,Billie Holiday,0.26,0.2,Jazz Ballad,Jazz
english_Don’t_Know_Why,English,Norah Jones,0.45,0.3,Vocal Jazz,Jazz
english_All_I_Ask,English,Adele,0.4,0.3,Soul Pop Ballad,R&B
english_Cry_Me_a_River,English,Ella Fitzgerald,0.32,0.28,Jazz Standard,Jazz
hindi_Hamari_Adhuri_Kahani_(Title_Track),Hindi,Arijit Singh,0.25,0.35,Indian Film Sad Ballad,Classical
english_Regulate,English,Warren G ft. Nate Dogg,0.7,0.65,West Coast Hip-Hop,Hip-Hop
english_Blue_Eyes_Crying_in_the_Rain,English,Willie Nelson,0.2,0.2,Country Folk,Country
english_Superstition,English,Stevie Wonder,0.8,0.75,Funk,R&B
hindi_Nagada_Sang_Dhol,Hindi,"Shreya Ghoshal, Osman Mir",0.9,0.92,Gujarati Folk Fusion,Country
english_Don't_Stop,English,Fleetwood Mac,0.88,0.82,Pop Rock,Rock
english_Crazy,English,Gnarls Barkley,0.7,0.5,Pop Rock,Rock
english_Chasing_Cars_(Acoustic),English,Snow Patrol,0.45,0.35,Alternative Rock Acoustic,Rock
english_Let_Me_Love_You,English,Mario,0.7,0.55,Pop R&B,R&B
english_You're_Still_the_One,English,Shania Twain,0.8,0.35,Country Pop,Country
english_Electric_Love,English,BÃRNS,0.85,0.8,Indie Pop,Pop
hindi_Gud_Naal_Ishq_Mitha,Hindi,Harshdeep Kaur,0.75,0.65,Punjabi Folk Pop,Country
english_The_Night_We_Met,English,Lord Huron,0.2,0.35,Indie Folk,Country
english_Love_Runs_Out,English,OneRepublic,0.9,0.85,Pop Rock,Rock
hindi_Piya_Tu_Ab_To_Aaja,Hindi,Asha Bhosle,0.8,0.9,Cabaret Dance,Electronic
hindi_Ghungroo,Hindi,Arijit Singh & Shilpa Rao,0.9,0.8,Bollywood Dance Pop,Pop
english_Take_the_A_Train,English,Duke Ellington,0.65,0.55,Swing Jazz,Jazz
english_Guerrilla_Radio,English,Rage Against the Machine,0.55,0.95,Rap Metal,Hip-Hop
english_Killing_in_the_Name,English,Rage Against the Machine,0.3,0.95,Rap Rock,Hip-Hop
english_Sweet_Disposition,English,The Temper Trap,0.7,0.75,Indie Rock,Rock
english_Tighten_Up,English,Archie Bell & The Drells,0.8,0.7,Psychedelic Soul,R&B
english_Judgement_Day,English,Method Man,0.45,0.85,Rap Rock,Hip-Hop
english_The_Suburbs,English,Arcade Fire,0.55,0.5,Indie Rock,Rock
english_Way_Down_We_Go,English,Kaleo,0.45,0.55,Indie Folk,Country
english_Say_So,English,Doja Cat,0.8,0.75,Disco Pop,Pop
english_Tin_Tin_Deo,English,Chano Pozo,0.8,0.75,Afro-Cuban Jazz,Jazz
hindi_Tu_Jaane_Na,Hindi,Atif Aslam,0.6,0.4,Indian Film Romantic Ballad,Pop
english_Under_The_Influence,English,Chris Brown,0.7,0.75,R&B,R&B
english_Naima,English,John Coltrane,0.35,0.25,Modal Jazz,Jazz
english_Exchange,English,Bryson Tiller,0.55,0.4,R&B,R&B
english_Ordinary,English,Alex Warren,0.75,0.7,Pop Ballad,Pop
english_Stay_With_Me,English,Sam Smith,0.3,0.3,Soul Pop Ballad,R&B
english_I_Hope_You_Dance,English,Lee Ann Womack,0.9,0.4,Country Pop,Country
english_Maiden_Voyage,English,Herbie Hancock,0.55,0.45,Modal Jazz,Jazz
english_Say_Something,English,A Great Big World & Christina Aguilera,0.25,0.35,Pop Ballad,Pop
english_Head_&_Heart,English,Joel Corry ft. MNEK,0.88,0.86,Electronic Dance Pop,Electronic
english_Papa_Was_a_Rollin'_Stone,English,The Temptations,0.45,0.7,Psychedelic Soul,R&B
english_Simon_Says,English,Pharoahe Monch,0.5,0.85,Hip-Hop,Hip-Hop
english_Old_Pine,English,Ben Howard,0.5,0.45,Indie Folk,Country
hindi_Agar_Tum_Saath_Ho,Hindi,Alka Yagnik & Arijit Singh,0.3,0.3,Indian Film Sad Ballad,Classical
english_Mykonos,English,Fleet Foxes,0.55,0.5,Indie Rock,Rock
english_Obstacle_1,English,Interpol,0.55,0.7,Indie Rock,Rock
english_Thinking_Out_Loud,English,Ed Sheeran,0.8,0.4,Soul Pop Ballad,R&B
english_California_Love_(Remix),English,2Pac ft. Dr. Dre,0.8,0.85,West Coast Hip-Hop,Hip-Hop
hindi_Nadiyon_Paar_(Let_the_Music_Play_Again),Hindi,"Shamur, Rashmeet Kaur, IP Singh, Sachin-Jigar",0.9,0.9,Bollywood Dance Pop,Pop
hindi_Allah_Ke_Bande,Hindi,Kailash Kher,0.7,0.4,Sufi Rock,Classical
english_Love_Is_Gone,English,SLANDER ft. Dylan Matthew,0.2,0.55,Dance Pop,Pop
english_To_Build_a_Home,English,The Cinematic Orchestra,0.15,0.3,Ambient Classical,Classical
english_Take_Five,English,Dave Brubeck Quartet,0.6,0.5,Cool Jazz,Jazz
english_American_You,English,Yelawolf,0.55,0.7,Country Rap,Hip-Hop
english_As_It_Was,English,Harry Styles,0.8,0.7,Synth Pop,Pop
english_What_a_Fool_Believes,English,Matt Bianco,0.65,0.55,Soft Rock,Rock
english_Juicy,English,The Notorious B.I.G.,0.7,0.65,Hip-Hop,Hip-Hop
english_Photograph,English,Ed Sheeran,0.45,0.4,Pop Ballad,Pop
english_Stolen_Dance,English,Milky Chance,0.7,0.6,Indie Electronic,Electronic
english_Should_Have_Known_Better,English,Sufjan Stevens,0.35,0.45,Indie Folk,Country
hindi_Aayat,Hindi,Arijit Singh,0.35,0.4,Indian Film Sufi Ballad,Classical
english_Hell_Is_Round_the_Corner,English,Tricky,0.46,0.44,Trip Hop,Electronic
english_Demons,English,Imagine Dragons,0.3,0.5,Alternative Pop Rock,Rock
english_Sitting_On_The_Dock_of_the_Bay,English,Otis Redding,0.6,0.35,Retro Soul,R&B
english_Pyramids,English,DVBBS,0.73,0.94,Big Room House,Electronic
english_Spain,English,Chick Corea,0.7,0.75,Jazz Fusion,Jazz
english_Sunrise,English,Norah Jones,0.49,0.52,Neo-Soul,R&B
english_Travelin'_Soldier,English,The Chicks,0.45,0.4,Patriotic Country,Country
english_Man!_I_Feel_Like_a_Woman!,English,Shania Twain,0.95,0.85,Country Pop,Country
english_Mama_Tried,English,Merle Haggard,0.55,0.6,Country,Country
english_Whiskey_Lullaby,English,Brad Paisley ft. Alison Krauss,0.3,0.25,Country Ballad,Country
urdu_Gulon_Mein_Rang_Bhare,Urdu,Mehdi Hassan,0.33,0.25,Indian Classical Ghazal,Classical
english_Raining_Blood,English,Slayer,0.4,0.95,Thrash Metal,Rock
english_Stop!_In_the_Name_of_Love,English,The Supremes,0.7,0.55,Motown Soul,R&B
hindi_Main_Dhoondne_Ko_Zamaane_Mein,Hindi,Arijit Singh,0.22,0.4,Indian Film Sad Ballad,Classical
english_Talk_Is_Cheap,English,Chet Faker,0.6,0.5,Indie Rock,Rock
english_Core,English,RL Grime,0.72,0.97,EDM Trap,Electronic
hindi_Nashe_Si_Chadh_Gayi,Hindi,Arijit Singh,0.85,0.9,Bollywood Dance Pop,Pop
hindi_Dil_Dhoondta_Hai,Hindi,Bhupinder Singh,0.3,0.25,Indian Film Ghazal,Classical
english_Saint_Valentine,English,Gregory Alan Isakov,0.4,0.36,Indie Folk,Country
hindi_Vande_Mataram,Hindi,A.R. Rahman,0.7,0.6,Indian Patriotic Song,Country
english_Sidewinder,English,Lee Morgan,0.8,0.7,Soul Jazz,Jazz
english_California_Love,English,2Pac ft. Dr. Dre,0.85,0.9,West Coast Hip-Hop,Hip-Hop
english_Sunday_Morning,English,Maroon 5,0.65,0.5,Pop Rock,Rock
english_Cold_Heart_(PNAU_Remix),English,Elton John & Dua Lipa,0.85,0.75,Dance Pop,Pop
hindi_Hothon_Se_Chhu_Lo_Tum,Hindi,Jagjit Singh,0.4,0.3,Indian Classical Ghazal,Classical
english_Hit_'Em_Up,English,2Pac,0.35,0.95,Hip-Hop,Hip-Hop
english_Firestone_(Acoustic),English,Kygo ft. Conrad Sewell,0.6,0.45,Acoustic Pop,Pop
hindi_Duniyaa,Hindi,"Akhil, Dhvani Bhanushali",0.8,0.8,Indian Film Romantic Ballad,Pop
hindi_Kaise_Mujhe,Hindi,Benny Dayal,0.5,0.45,Indian Film Romantic Ballad,Pop
hindi_Dil_Bechara,Hindi,A.R. Rahman,0.9,0.9,Indian Film Sad Ballad,Classical
english_Little_Lion_Man,English,Mumford & Sons,0.72,0.7,Indie Folk Rock,Country
english_Bitter_Sweet_Symphony,English,The Verve,0.55,0.6,Britpop,Pop
english_Smooth_Criminal,English,Michael Jackson,0.9,0.9,Pop Funk,R&B
english_Re_Stacks,English,Bon Iver,0.2,0.3,Indie Folk,Country
english_Dancing_Queen,English,ABBA,0.85,0.8,Disco Pop,Pop
hindi_Zindagi_Kaisi_Hai_Paheli,Hindi,Manna Dey,0.7,0.5,Indian Film Philosophical Song,Classical
hindi_Saiyyan,Hindi,Kailash Kher,0.48,0.4,Folk Fusion,Country
english_Dog_Days_Are_Over,English,Florence + The Machine,0.95,0.9,Indie Rock,Rock
english_We_Pray,English,"Coldplay ft. Little Simz, Burna Boy, Elyanna, and Tini",0.9,0.8,Pop Gospel,R&B
hindi_Raataan_Lambiyan,Hindi,"Jubin Nautiyal, Asees Kaur",0.8,0.5,Indian Film Romantic Ballad,Pop
english_Best_Part,English,Daniel Caesar ft. H.E.R.,0.65,0.4,R&B Soul,R&B
english_Heroes,English,David Bowie,0.85,0.7,Art Rock,Rock
hindi_Rangabati,Hindi,Sona Mohapatra,0.65,0.55,Indian Folk,Country
english_Let_It_Go,English,James Bay,0.7,0.8,Film Pop Ballad,Pop
hindi_Hawayein,Hindi,Arijit Singh,0.9,0.9,Indian Film Romantic Ballad,Pop
english_Already_Gone,English,Sleeping At Last,0.35,0.4,Pop Rock Ballad,Rock
english_Escapism.,English,"RAYE, 070 Shake",0.35,0.75,Alternative R&B,R&B
english_No_Air,English,Jordin Sparks & Chris Brown,0.65,0.5,Pop R&B,R&B
english_Without_Me,English,Eminem,0.75,0.8,Pop Rap,Hip-Hop
english_You_Are_Good,English,Israel & New Breed,0.85,0.75,Gospel Pop,R&B
english_Intoxicated,English,Martin Solveig & GTA,0.82,0.91,Electronic Dance Pop,Electronic
english_Good_4_U,English,Olivia Rodrigo,0.9,0.9,Pop Punk,Rock
english_Something_in_the_Orange,English,Zach Bryan,0.35,0.45,Country Folk,Country
english_Love_Me_Like_You_Do,English,Ellie Goulding,0.8,0.5,Pop Ballad,Pop
hindi_Mere_Sapno_Ki_Rani,Hindi,Kishore Kumar,0.7,0.6,Indian Film Romantic Ballad,Pop
hindi_Tujhse_Naraz_Nahi_Zindagi_(Male),Hindi,Anup Ghoshal,0.35,0.25,Indian Film Philosophical Ballad,Classical
hindi_Chadti_Jawani_Meri_Chaal_Mastani,Hindi,"Mohammed Rafi, Lata Mangeshkar",0.8,0.9,Cabaret Dance,Electronic
hindi_Meri_Jaan,Hindi,Neeti Mohan,0.75,0.5,Indian Film Romantic Ballad,Pop
english_Let's_Dance,English,David Bowie,0.9,0.85,Dance Rock,Rock
english_Dance_Monkey,English,Tones and I,0.85,0.8,Alternative Pop,Rock
hindi_Kyun,Hindi,Papon,0.45,0.51,Indian Film Sad Ballad,Classical
english_Zombie,English,The Cranberries,0.25,0.75,Alternative Rock,Rock
hindi_Noor-e-Khuda,Hindi,"Shankar Mahadevan, Adnan Sami",0.45,0.4,Indian Film Sufi Ballad,Classical
hindi_Ae_Dil_Hai_Mushkil_(Title_Track_â_Reprise),Hindi,Arijit Singh,0.25,0.4,Indian Film Sad Ballad,Classical
english_Bohemian_Rhapsody,English,Queen,0.8,0.7,Progressive Rock,Rock
english_I'll_Be_Missing_You,English,Puff Daddy ft. Faith Evans,0.55,0.35,Hip-Hop R&B,R&B
hindi_Kuhu_Kuhu_Bole_Koyaliya,Hindi,Lata Mangeshkar,0.5,0.45,Indian Classical,Classical
english_Hallelujah,English,Leonard Cohen,0.65,0.5,Folk Rock,Rock
hindi_Kesariya,Hindi,Arijit Singh,0.9,0.6,Indian Film Romantic Ballad,Pop
hindi_Lag_Jaa_Gale,Hindi,Lata Mangeshkar,0.3,0.4,Indian Film Ghazal,Classical
english_Tunnel_Vision,English,Kodak Black,0.5,0.78,Trap Hip-Hop,Hip-Hop
english_Blue_Monday,English,New Order,0.75,0.85,Synth Pop,Pop
urdu_Ranjish_Hi_Sahi,Urdu,Mehdi Hassan,0.32,0.24,Indian Classical Ghazal,Classical
english_My_Favorite_Things,English,John Coltrane,0.65,0.55,Jazz Standard,Jazz
english_Poison_&_Wine,English,The Civil Wars,0.35,0.4,Indie Folk,Country
"english_Sing,_Sing,_Sing",English,Benny Goodman,0.88,0.85,Swing Jazz,Jazz
english_Steps_Ahead,English,Steps Ahead,0.6,0.65,Jazz Fusion,Jazz
english_My_One_and_Only_Thrill,English,Melody Gardot,0.45,0.35,Vocal Jazz,Jazz
english_Can’t_Stop_the_Feeling!,English,Justin Timberlake,0.95,0.85,Dance Pop,Pop
hindi_Khuda_Jaane,Hindi,KK & Shilpa Rao,0.75,0.6,Indian Film Romantic Ballad,Pop
english_Little_Talks,English,Of Monsters and Men,0.7,0.75,Indie Folk Pop,Country
hindi_Galliyan,Hindi,Ankit Tiwari,0.8,0.5,Indian Film Sad Ballad,Classical
english_Perfect,English,Ed Sheeran,0.9,0.5,Pop Ballad,Pop
english_Made_You_Look,English,Meghan Trainor,0.9,0.8,Retro Pop,Pop
english_Be_Alright,English,Dean Lewis,0.3,0.45,Pop Ballad,Pop
english_If_I_Were_a_Boy,English,BeyoncÃ©,0.4,0.35,Soul Pop Ballad,R&B
english_I_Have_Nothing,English,Whitney Houston,0.45,0.45,Soul Pop Ballad,R&B
english_Every_Breath_You_Take,English,The Police,0.5,0.4,Soft Rock,Rock
english_Damage,English,H.E.R.,0.5,0.4,R&B,R&B
english_Grenade,English,Bruno Mars,0.2,0.7,Pop Soul,R&B
english_Le_Freak,English,Chic,0.85,0.75,Disco,R&B
english_Clarity,English,Zedd ft. Foxes,0.68,0.82,Electronic Dance,Electronic
english_Nuthin'_but_a_'G'_Thang,English,Dr. Dre ft. Snoop Dogg,0.85,0.7,West Coast Hip-Hop,Hip-Hop
english_Nookie,English,Limp Bizkit,0.55,0.85,Rap Rock,Hip-Hop
english_Get_You,English,Daniel Caesar,0.55,0.61,Indie Pop,Pop
english_Jump,English,Van Halen,0.9,0.95,Hard Rock,Rock
english_God_Only_Knows,English,The Beach Boys,0.75,0.6,Baroque Pop,Pop
hindi_Desi_Girl,Hindi,"Shankar Mahadevan, Sunidhi Chauhan",0.9,0.8,Bollywood Dance Pop,Pop
english_Sara_Smile,English,Hall & Oates,0.8,0.35,Blue-Eyed Soul,R&B
english_Cantaloupe_Island,English,Herbie Hancock,0.58,0.55,Hard Bop,Jazz
hindi_Shri_Ramachandra_Kripalu_Bhajman,Hindi,Anuradha Paudwal,0.45,0.3,Hindu Devotional,Classical
english_The_A_Team,English,Ed Sheeran,0.35,0.4,Folk Pop,Pop
english_Say_My_Name,English,Destiny's Child,0.7,0.6,R&B,R&B
hindi_Chaudhary,Hindi,Mame Khan,0.8,0.75,Rajasthani Folk,Country
english_Shake_It,English,Metro Station,0.63,0.81,Indie Rock,Rock
hindi_Pasoori,Hindi,"Shae Gill, Ali Sethi",0.6,0.5,Folk Fusion,Country
